created_at,script,raw_file,raw_file_size_mb,raw_rows,raw_columns,modeling_rows,modeling_columns,approved_rows,not_approved_rows,approval_rate,rows_missing_action_taken,rows_dropped_purchased_loans_action_taken_6,rows_dropped_invalid_for_binary_target,missing_cells_in_modeling_dataset,missing_cell_rate,id_and_audit_columns_present,candidate_feature_columns_present,approved_action_codes,not_approved_action_codes,dropped_action_codes,target_definition
2026-06-26 09:21:01,scripts/03_create_clean_hmda_dataset.py,data\raw\hmda_lar_nj_2024.csv,117.19,323940,99,290004,36,166577,123427,0.574396,0,33936,0,271577,0.026013,activity_year | lei | state_code | county_code | census_tract | derived_msa_md,loan_type | loan_purpose | lien_status | preapproval | reverse_mortgage | open_end_line_of_credit | business_or_commercial_purpose | derived_loan_product_type | derived_dwelling_category | construction_method | occupancy_type | total_units | manufactured_home_secured_property_type | manufactured_home_land_property_interest | loan_amount | loan_to_value_ratio | property_value | income | debt_to_income_ratio | applicant_credit_score_type | co_applicant_credit_score_type | derived_ethnicity | derived_race | derived_sex | applicant_age | co_applicant_age,"1, 2, 8","3, 4, 5, 7",6,"approved=1 for action_taken in {1,2,8}; approved=0 for action_taken in {3,4,5,7}; action_taken=6 purchased loans dropped"
